technology_id,technology,year,technology_description,main_output_name,main_output_unit,capacity_unit,investment_per_unit_of_capacity_new_amount,investment_per_unit_of_capacity_new_unit,investment_per_unit_of_capacity_new_lower_limit,investment_per_unit_of_capacity_new_upper_limit,investment_per_unit_of_capacity_new_source,investment_per_unit_of_capacity_new_comment,investment_per_unit_of_capacity_refurbishment_amount,investment_per_unit_of_capacity_refurbishment_unit,investment_per_unit_of_capacity_refurbishment_lower_limit,investment_per_unit_of_capacity_refurbishment_upper_limit,investment_per_unit_of_capacity_refurbishment_source,investment_per_unit_of_capacity_refurbishment_comment,annual_operating_and_maintenance_costs_per_unit_of_capacity_amount,annual_operating_and_maintenance_costs_per_unit_of_capacity_unit,annual_operating_and_maintenance_costs_per_unit_of_capacity_amount_lower_limit,annual_operating_and_maintenance_costs_per_unit_of_capacity_amount_upper_limit,annual_operating_and_maintenance_costs_per_unit_of_capacity_amount_source,annual_operating_and_maintenance_costs_per_unit_of_capacity_amount_comment,technical_lifetime_amount,technical_lifetime_unit,technical_lifetime_lower_limit,technical_lifetime_upper_limit,technical_lifetime_source,technical_lifetime_comment,name_of_input_1,input_1_amount,input_1_unit,input_1_lower_limit,input_1_upper_limit,input_1_source,input_1_comment,name_of_input_2,input_2_amount,input_2_unit,input_2_lower_limit,input_2_upper_limit,input_2_source,input_2_comment,name_of_input_3,input_3_amount,input_3_unit,input_3_lower_limit,input_3_upper_limit,input_3_source,input_3_comment,name_of_input_4,input_4_amount,input_4_unit,input_4_lower_limit,input_4_upper_limit,input_4_source,input_4_comment,name_of_input_5,input_5_amount,input_5_unit,input_5_lower_limit,input_5_upper_limit,input_5_source,input_5_comment,name_of_input_6,input_6_amount,input_6_unit,input_6_lower_limit,input_6_upper_limit,input_6_source,input_6_comment,name_of_input_7,input_7_amount,input_7_unit,input_7_lower_limit,input_7_upper_limit,input_7_source,input_7_comment,name_of_input_8,input_8_amount,input_8_unit,input_8_lower_limit,input_8_upper_limit,input_8_source,input_8_comment,name_of_input_9,input_9_amount,input_9_unit,input_9_lower_limit,input_9_upper_limit,input_9_source,input_9_comment,name_of_input_10,input_10_amount,input_10_unit,input_10_lower_limit,input_10_upper_limit,input_10_source,input_10_comment,name_of_input_11,input_11_amount,input_11_unit,input_11_lower_limit,input_11_upper_limit,input_11_source,input_11_comment,name_of_input_12,input_12_amount,input_12_unit,input_12_lower_limit,input_12_upper_limit,input_12_source,input_12_comment,name_of_output_1,output_1_amount,output_1_unit,output_1_lower_limit,output_1_upper_limit,output_1_source,output_1_comment,name_of_output_2,output_2_amount,output_2_unit,output_2_lower_limit,output_2_upper_limit,output_2_source,output_2_comment,name_of_output_3,output_3_amount,output_3_unit,output_3_lower_limit,output_3_upper_limit,output_3_source,output_3_comment,name_of_output_4,output_4_amount,output_4_unit,output_4_lower_limit,output_4_upper_limit,output_4_source,output_4_comment,name_of_output_5,output_5_amount,output_5_unit,output_5_lower_limit,output_5_upper_limit,output_5_source,output_5_comment,name_of_output_6,output_6_amount,output_6_unit,output_6_lower_limit,output_6_upper_limit,output_6_source,output_6_comment,name_of_output_7,output_7_amount,output_7_unit,output_7_lower_limit,output_7_upper_limit,output_7_source,output_7_comment,name_of_output_8,output_8_amount,output_8_unit,output_8_lower_limit,output_8_upper_limit,output_8_source,output_8_comment,name_of_output_9,output_9_amount,output_9_unit,output_9_lower_limit,output_9_upper_limit,output_9_source,output_9_comment,name_of_output_10,output_10_amount,output_10_unit,output_10_lower_limit,output_10_upper_limit,output_10_source,output_10_comment,name_of_output_11,output_11_amount,output_11_unit,output_11_lower_limit,output_11_upper_limit,output_11_source,output_11_comment,name_of_output_12,output_12_amount,output_12_unit,output_12_lower_limit,output_12_upper_limit,output_12_source,output_12_comment,co2_emissions_amount,co2_emissions_unit,co2_emissions_lower_limit,co2_emissions_upper_limit,co2_emissions_source,co2_emissions_comment,ch4_emissions_amount,ch4_emissions_unit,ch4_emissions_lower_limit,ch4_emissions_upper_limit,ch4_emissions_source,ch4_emissions_comment,n2o_emissions_amount,n2o_emissions_unit,n2o_emissions_lower_limit,n2o_emissions_upper_limit,n2o_emissions_source,n2o_emissions_comment,f_gases_emissions_amount,f_gases_emissions_unit,f_gases_emissions_lower_limit,f_gases_emissions_upper_limit,f_gases_emissions_source,f_gases_emissions_comment,trl_value,trl_source,trl_comment,main_output_id,input_1_id,input_2_id,input_3_id,input_4_id,input_5_id,input_6_id,input_7_id,input_8_id,input_9_id,input_10_id,input_11_id,input_12_id,output_1_id,output_2_id,output_3_id,output_4_id,output_5_id,output_6_id,output_7_id,output_8_id,output_9_id,output_10_id,output_11_id,output_12_id
TC0030,TGR-blast furnace + CCS,2025,Production of pig iron with top gas recycling and carbon capture using VPSA unit,pig iron,Mt,Mt-pig iron/yr,758,MEUR2017,563,953, Iron production by electrochemical reduction of its oxide for high CO2 mitigation (2016),Range assumptions in MIDDEN report - assumed to include all processes to produce HRC. The cost in Mt-HRC is converted linearally to Mt-pig iron by 1 ton-HRC = 0.93 ton-pig iron.,0,0,0,0,0,0,22.7,MEUR2017,0,0,0,3% of CAPEX assumed,20,yr,0,0,"Tim Peeters (2013) HIsarna, a Revolution in Steelmaking",0,coal,5.15,PJ,0,0,"Keys et al. (2019), Decarbonisation options for the Dutch steel industry, PBL and TNO Energy Transition.",0,electricity,0.301,PJ,0,0,"Gérard Danloy , Jan van der Stel, Peter Schmöle  (2008) Heat and mass balances in the ULCOS Blast Furnace",0,oxygen (gas),266,kt,0,0,"Gérard Danloy , Jan van der Stel, Peter Schmöle  (2008) Heat and mass balances in the ULCOS Blast Furnace","1.326 kg/Nm3 (Airproducts.com, 2019). 2.01e8 Nm3",sinter,0.792,Mt,0,0,"Gérard Danloy , Jan van der Stel, Peter Schmöle  (2008) Heat and mass balances in the ULCOS Blast Furnace",0,iron ore pellets,0.792,Mt,0,0,"Gérard Danloy , Jan van der Stel, Peter Schmöle  (2008) Heat and mass balances in the ULCOS Blast Furnace",0,COG,0.29,PJ,0,0,"Gérard Danloy , Jan van der Stel, Peter Schmöle  (2008) Heat and mass balances in the ULCOS Blast Furnace",0,coke,0.187,Mt,0,0,"Gérard Danloy , Jan van der Stel, Peter Schmöle  (2008) Heat and mass balances in the ULCOS Blast Furnace",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pig iron,1,Mt,0,0,"Keys et al., 2019",Verified by TATA steel,slag,0.26,Mt,0,0,"Gérard Danloy , Jan van der Stel, Peter Schmöle  (2008) Heat and mass balances in the ULCOS Blast Furnace",0,Tail gas,0.7,PJ,0,0,"Gérard Danloy , Jan van der Stel, Peter Schmöle  (2008) Heat and mass balances in the ULCOS Blast Furnace, corresponds to 465 Nm3/t pig iron",output of vpsa,carbon dioxide (compressed),0.786,Mt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489,Mt,0,0,"Keys, A., Van Hout M. and Daniëls B. (2019), Decarbonisation options for the Dutch steel industry, PBL and TNO Energy Transition.",Emission factors + carbon content of materials (example calculation in reference),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,IEA (2019) IEA Technology Roadmap - The global iron and steel sector,0,CD0168,CD0029,CD0030,CD0048,CD0166,CD0167,CD0155,CD0158,0,0,0,0,0,CD0168,CD0165,CD0216,CD0159,0,0,0,0,0,0,0,0
TC0031,Coke plant for TGR+CCS,2017,Method of pre-processing coal for the blast furnace,coke,Mt,Mt-coke/yr,0,0,0,0,0,0,18.7,MEUR2017,0,0,Steels contribution to a low-caron Europe 2050 (2013),17 MEUR2010. Does not include processes after crude steel production,0.562,MEUR2017,0,0,0,3% of CAPEX assumed,20,yr,0,0,"Tim Peeters (2013) HIsarna, a Revolution in Steelmaking",0,coal,36.7,PJ,0,0,"Keys et al. (2019), Decarbonisation options for the Dutch steel industry, PBL and TNO Energy Transition.",Verified by TATA steel,COG,2.68,PJ,0,0,"CBS, 2019",coke oven gas (COG),natural gas,0.818,PJ,0,0,0,assumed substitution of BFG for NG,electricity,0.136,PJ,0,0,"CBS, 2019",0,steam (medium pressure - 10-19 bar),0.43,PJ,0.06,0.8,EU Best Available Technologies - average value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coke,1,Mt,0,0,"Keys et al., 2019",Coke = 28.5 MJ/kg. Verified by TATA Steel,COG,7.23,PJ,0,0,"CBS, 2019",0,tar,35.9,kt,0,0,Verified by Tata Steel,0,BTX,11.8,kt,0,0,"Keys et al., 2019",Verified by TATA Steel,steam (medium pressure - 10-19 bar),1.5,PJ,0,0,EU Best Available Technologies,In cases of coke dry quenching (with heat recovery in the form of steam).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632,Mt,0,0,"Keys, A., Van Hout M. and Daniëls B. (2019), Decarbonisation options for the Dutch steel industry, PBL and TNO Energy Transition.",Emission factors + carbon content of materials (example calculation in reference),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,CD0158,CD0029,CD0155,CD0026,CD0030,CD0142,0,0,0,0,0,0,0,CD0158,CD0155,CD0162,CD0157,CD0142,0,0,0,0,0,0,0
TC0032,Other steel-related activities for TGR+CCS,2017,"Activities to cover rest of energy usage, addition of all post-steel making processes",steel products,Mt,Mt-steel products/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,yr,0,0,0,0,natural gas,1.52,PJ,0,0,"Keys et al. (2019), Decarbonisation options for the Dutch steel industry, PBL and TNO Energy Transition.",Partial replacement COG by natural gas,COG,0.498,PJ,0,0,"Keys et al., 2019",Verified by TATA steel,electricity,0.563,PJ,0,0,"Keys et al., 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,steel products,1,Mt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,Mt,0,0,"Keys, A., Van Hout M. and Daniëls B. (2019), Decarbonisation options for the Dutch steel industry, PBL and TNO Energy Transition.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CD0354,CD0026,CD0155,CD0030,0,0,0,0,0,0,0,0,0,CD0354,0,0,0,0,0,0,0,0,0,0,0
TC0033,Other steel-related activities on natural gas,2017,"Activities to cover rest of energy usage, addition of all post-steel making processes",steel products,Mt,Mt-steel products/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,yr,0,0,0,0,natural gas,2.01,PJ,0,0,"Keys et al. (2019), Decarbonisation options for the Dutch steel industry, PBL and TNO Energy Transition.",Full replacement COG by natural gas,electricity,0.563,PJ,0,0,"Keys et al., 2019",Verified by TATA steel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,steel products,1,Mt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,Mt,0,0,"Keys, A., Van Hout M. and Daniëls B. (2019), Decarbonisation options for the Dutch steel industry, PBL and TNO Energy Transition.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CD0354,CD0026,CD0030,0,0,0,0,0,0,0,0,0,0,CD0354,0,0,0,0,0,0,0,0,0,0,0
TC0034,CHP for BOFG,2017,Residual gas power plant,electricity,PJ,MWe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,yr,10,20,"Department of Energy and Climate Change and the Department for Business, Innovation and Skills (2015) Industrial Decarbonisation and Energy Efficiency Roadmaps to 2050",0,BOFG,0.0789,PJ,0,0,"Keys et al. (2019), Decarbonisation options for the Dutch steel industry, PBL and TNO Energy Transition.",Total BOFG produced minus pellet plant use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,electricity,0.0315,PJ,0,0,0,Fuel input x 40% efficiency (assumed),steam (medium pressure - 10-19 bar),0.023,PJ,0,0,0,Power-to-heat ratio = 1.37 (assumed from IJmond),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151,Mt,0,0,"Keys, A., Van Hout M. and Daniëls B. (2019), Decarbonisation options for the Dutch steel industry, PBL and TNO Energy Transition.",Emission factors + carbon content of materials (example calculation in reference),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,CD0030,CD0156,0,0,0,0,0,0,0,0,0,0,0,CD0030,CD0142,0,0,0,0,0,0,0,0,0,0
TC0035,HIsarna reactor with carbon capture,2025,Production of pig iron,pig iron,Mt,Mt/yr,821,MEUR2017,612,1030, Iron production by electrochemical reduction of its oxide for high CO2 mitigation (2016),Range assumptions in MIDDEN report - assumed to include all processes to produce HRC. The cost in Mt-HRC is converted linearally to Mt-pig iron by 1 ton-HRC = 0.93 ton-pig iron.,0,0,0,0,0,0,24.6,MEUR2017,0,0,0,3% of CAPEX assumed,20,yr,0,0,"Tim Peeters (2013) HIsarna, a Revolution in Steelmaking",0,Iron ore,1.61,Mt,0,0,"Keys et al. (2019), Decarbonisation options for the Dutch steel industry, PBL and TNO Energy Transition.",Estimated to be the same as iron ore requirement of the other options,coal,14.7,PJ,0,0,European Commission (2013) Iron production by electrochemical reaction of its oxide for high CO2 mitigation,0,oxygen (gas),1070,kt,0,0,"Estimated to be the similar oxygen requirement of TGR-BF, Keys et al., 2019",0,electricity,1.25,PJ,0,0,Global CCS Institute (2010) CCS for the Steel sector,Electricity requirement for cryogenic  + compression CCS plus 0.3 PJ for HIsarna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pig iron,1,Mt,0,0,"Keys et al., 2019",Verified by TATA steel,slag,0.26,Mt,0,0,"Keys et al., 2019",0,carbon dioxide (compressed),1.13,Mt,0,0,"Keys et al., 2019",Assumed 90% captured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,Mt,0,0,"Keys, A., Van Hout M. and Daniëls B. (2019), Decarbonisation options for the Dutch steel industry, PBL and TNO Energy Transition.","Assumed 90% captured, rest emitted",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,IEA (2019) IEA Technology Roadmap - The global iron and steel sector,0,CD0168,CD0161,CD0029,CD0048,CD0030,0,0,0,0,0,0,0,0,CD0168,CD0165,CD0159,0,0,0,0,0,0,0,0,0
TC0036,ULCORED reactor with carbon capture,2025,Production of DRI,DRI,Mt,Mt-DRI/yr,747,MEUR2017,556,939, Iron production by electrochemical reduction of its oxide for high CO2 mitigation (2016),Range assumptions in MIDDEN report - assumed to include all processes to produce HRC. The cost in Mt-HRC is converted linearally to Mt-pig iron by 1 ton-HRC = 0.93 ton-pig iron.,0,0,0,0,0,0,22.4,MEUR2017,0,0,0,3% of CAPEX assumed,20,yr,0,0,Assumption,0,iron ore pellets,1.33,Mt,0,0,LKAB (2013) ULCORED Direct Reduction Concept for ULCOS - a brief introduction,0,natural gas,7.95,PJ,0,0,LKAB (2013) ULCORED Direct Reduction Concept for ULCOS - a brief introduction,0,oxygen (gas),212,kt,0,0,LKAB (2013) ULCORED Direct Reduction Concept for ULCOS - a brief introduction,0,electricity,0.632,PJ,0,0,"LKAB (2013) ULCORED Direct Reduction Concept for ULCOS - a brief introduction, Global CCS Institute (2010) CCS for the Steel sector",Including electricity requirement for CCS (VPSA  + compression+ cryogenic flash) of 0.42 PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DRI,1,Mt,0,0,LKAB (2013) ULCORED Direct Reduction Concept for ULCOS - a brief introduction,0,carbon dioxide (compressed),0.396,Mt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278,Mt,0,0,"Keys, A., Van Hout M. and Daniëls B. (2019), Decarbonisation options for the Dutch steel industry, PBL and TNO Energy Transition.",Emission factors + carbon content of materials (example calculation in reference),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,IEA (2019) IEA Technology Roadmap - The global iron and steel sector,Including CO2 capture,CD0170,CD0167,CD0026,CD0048,CD0030,0,0,0,0,0,0,0,0,CD0170,CD0159,0,0,0,0,0,0,0,0,0,0
TC0037,EAF for DRI,2017,Production of crude steel,crude steel,Mt,Mt-crude steel/yr,0,0,0,0,0,No investment costs were found in the literature for the electric arc furnace technology.,0,0,0,0,0,0,0,0,0,0,0,0,20,yr,0,0,"Tim Peeters (2013) HIsarna, a Revolution in Steelmaking",0,DRI,0.98,Mt,0,0,Bert Daniels (2002) Transition Paths towards CO2 Emission Reduction in the Steel Industry,0,scrap steel,0.12,Mt,0,0,Bert Daniels (2002) Transition Paths towards CO2 Emission Reduction in the Steel Industry,0,oxygen (gas),0.00664,kt,0,0,EIPPCB (2013) Best Available Techniques (BAT) Reference Document for Iron and Steel Production - average value (5000 Nm3),0,natural gas,0.775,PJ,0,0,EIPPCB (2013) Best Available Techniques (BAT) Reference Document for Iron and Steel Production - average value,0,coal,0.758,PJ,0,0,EIPPCB (2013) Best Available Techniques (BAT) Reference Document for Iron and Steel Production - average value,0,electricity,2.07,PJ,0,0,EIPPCB (2013) Best Available Techniques (BAT) Reference Document for Iron and Steel Production - average value,0,High alloy and stainless steel,0.19,Mt,0,0,EIPPCB (2013) Best Available Techniques (BAT) Reference Document for Iron and Steel Production - average value,0,calcium carbonate,0.0715,Mt,0,0,0,0,carbon steel,0.0255,Mt,0,0,EIPPCB (2013) Best Available Techniques (BAT) Reference Document for Iron and Steel Production - average value,0,Water,0.193,kt,0,0,EIPPCB (2013) Best Available Techniques (BAT) Reference Document for Iron and Steel Production - average value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,crude steel,1,Mt,0,0,Verified by Tata Steel,0,slag,0.21,Mt,0,0,EIPPCB (2013) Best Available Techniques (BAT) Reference Document for Iron and Steel Production - average value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,Mt,0,0,"Keys, A., Van Hout M. and Daniëls B. (2019), Decarbonisation options for the Dutch steel industry, PBL and TNO Energy Transition.",Emission factors + carbon content of materials (example calculation in reference),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,CD0169,CD0170,CD0163,CD0048,CD0026,CD0029,CD0030,CD0485,CD0036,CD0486,CD0010,0,0,CD0169,CD0165,0,0,0,0,0,0,0,0,0,0
TC0038,Water electrolyser,2017,Production of hydrogen,hydrogen (gas),kt,kt hydrogen/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,yr,0,0,System lifespan from: https://nelhydrogen.com/assets/uploads/2018/07/nel-q3-2014-presentation.pdf,0,electricity,0.244,PJ,0,0,Marc Hölling (2018) Direct Reduction: Transition from Natural Gas to Hydrogen?,meaning efficiency of 58%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hydrogen (gas),1,kt,0,0,Marc Hölling (2018) Direct Reduction: Transition from Natural Gas to Hydrogen?,0,oxygen (gas),7.91,kt,0,0,Marc Hölling (2018) Direct Reduction: Transition from Natural Gas to Hydrogen?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mt,0,0,"Keys, A., Van Hout M. and Daniëls B. (2019), Decarbonisation options for the Dutch steel industry, PBL and TNO Energy Transition.",Emission factors + carbon content of materials (example calculation in reference),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,CD0003,CD0030,0,0,0,0,0,0,0,0,0,0,0,CD0003,CD0048,0,0,0,0,0,0,0,0,0,0
TC0039,H-DR reactor,2030,Production of DRI,DRI,Mt,Mt-DRI/yr,905,MEUR2017,673,1140, Iron production by electrochemical reduction of its oxide for high CO2 mitigation (2016),Range assumptions in MIDDEN report - assumed to include all processes to produce HRC. The cost in Mt-HRC is converted linearally to Mt-pig iron by 1 ton-HRC = 0.93 ton-pig iron.,0,0,0,0,0,0,27.2,MEUR2017,0,0,0,3% of CAPEX assumed,20,yr,0,0,Assumption,0,iron ore pellets,1.43,Mt,0,0,Marc Hölling (2018) Direct Reduction: Transition from Natural Gas to Hydrogen?,0,hydrogen (gas),44.2,kt,0,0,Marc Hölling (2018) Direct Reduction: Transition from Natural Gas to Hydrogen?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DRI,1,Mt,0,0,Marc Hölling (2018) Direct Reduction: Transition from Natural Gas to Hydrogen?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mt,0,0,"Keys, A., Van Hout M. and Daniëls B. (2019), Decarbonisation options for the Dutch steel industry, PBL and TNO Energy Transition.",Emission factors + carbon content of materials (example calculation in reference),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Fraunhofer - Industrial Innovation: Pathways to deep decarbonisation of Industry. Part 1: Technology Analysis,"Referring to HYBRIT, rather than hydrogen-based ULCORED",CD0170,CD0167,CD0003,0,0,0,0,0,0,0,0,0,0,CD0170,0,0,0,0,0,0,0,0,0,0,0
TC0040,ULCOWIN,2040,"Ultrafine grinding, leaching and electrowinning, method to process iron ore",iron plate,Mt,Mt-iron plate/yr,863,MEUR2017,642,1080, Iron production by electrochemical reduction of its oxide for high CO2 mitigation (2016),Range assumptions in MIDDEN report - assumed to include all processes to produce HRC. The cost in Mt-HRC is converted linearally to Mt-pig iron by 1 ton-HRC = 0.93 ton-pig iron.,0,0,0,0,0,0,25.9,MEUR2017,0,0,0,3% of CAPEX assumed,15,yr,0,0,Assumption,0,iron ore,1.46,Mt,0,0,European Commission (2016) Iron production by electrochemical reduction of its oxide for high CO2 mitigation,0,electricity,9.61,PJ,0,0,European Commission (2016) Iron production by electrochemical reduction of its oxide for high CO2 mitigation,"Of which 0.33 PJ for ultrafine grinding, 0.66 PJ for leaching, and 8.6 PJ for electrowinning",calcium carbonate,0.0276,Mt,0,0,European Commission (2016) Iron production by electrochemical reduction of its oxide for high CO2 mitigation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iron plate,1,Mt,0,0,European Commission (2016) Iron production by electrochemical reduction of its oxide for high CO2 mitigation,0,slag,0.05,Mt,0,0,European Commission (2016) Iron production by electrochemical reduction of its oxide for high CO2 mitigation,0,oxygen (gas),390,kt,0,0,European Commission (2016) Iron production by electrochemical reduction of its oxide for high CO2 mitigation,"2.94e8 Nm3, 1.326 kg/Nm3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122,Mt,0,0,"Keys, A., Van Hout M. and Daniëls B. (2019), Decarbonisation options for the Dutch steel industry, PBL and TNO Energy Transition.",Emission factors + carbon content of materials (example calculation in reference),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Fraunhofer - Industrial Innovation: Pathways to deep decarbonisation of Industry. Part 1: Technology Analysis,"For electrowinning part, grinding and leaching is TRL 9",CD0353,CD0161,CD0030,CD0036,0,0,0,0,0,0,0,0,0,CD0353,CD0165,CD0048,0,0,0,0,0,0,0,0,0
